"Commit","ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","LCOM5","NL","NLE","WMC","CBO","CBOI","NII","NOI","RFC","AD","CD","CLOC","DLOC","PDA","PUA","TCD","TCLOC","DIT","NOA","NOC","NOD","NOP","LLOC","LOC","NA","NG","NLA","NLG","NLM","NLPA","NLPM","NLS","NM","NOS","NPA","NPM","NS","TLLOC","TLOC","TNA","TNG","TNLA","TNLG","TNLM","TNLPA","TNLPM","TNLS","TNM","TNOS","TNPA","TNPM","TNS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Android Rules","Basic Rules","Brace Rules","Clone Implementation Rules","Clone Metric Rules","Code Size Rules","Cohesion Metric Rules","Comment Rules","Complexity Metric Rules","Controversial Rules","Coupling Metric Rules","Coupling Rules","Design Rules","Documentation Metric Rules","Empty Code Rules","Finalizer Rules","Import Statement Rules","Inheritance Metric Rules","J2EE Rules","JUnit Rules","Jakarta Commons Logging Rules","Java Logging Rules","JavaBean Rules","MigratingToJUnit4 Rules","Migration Rules","Migration13 Rules","Migration14 Rules","Migration15 Rules","Naming Rules","Optimization Rules","Security Code Guideline Rules","Size Metric Rules","Strict Exception Rules","String and StringBuffer Rules","Type Resolution Rules","Unnecessary and Unused Code Rules","Vulnerability Rules"
0113,L603,ClientListView,ClientListView,L104,L103,/tmp/tmp.RptKjI/HM/src/ClientListView.java,18,1,248,2,0.123077,3,3,3,0.0692641,0.0745342,16,12,1,3,3,20,2,3,3,8,16,0.5,0.122699,20,7,1,1,0.108108,20,0,0,0,0,0,143,203,9,1,9,1,8,0,1,0,8,90,0,1,0,165,231,9,1,9,1,10,0,3,0,10,102,0,3,0,0,1,40,9,23,0,0,11,0,9,0,0,0,0,1,0,0,11,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,2,2,1,1,0,0
0113,L156,ClientSelectionFrame,ClientSelectionFrame,L104,L103,/tmp/tmp.RptKjI/HM/src/ClientSelectionFrame.java,16,1,151,2,0.30292,2,3,2,0.227941,0.278846,31,29,2,4,4,9,2,2,2,3,8,0.5,0.184874,22,8,1,1,0.181102,23,0,0,0,0,0,97,128,8,0,8,0,5,0,1,0,5,70,0,1,0,104,136,8,0,8,0,7,0,3,0,7,72,0,3,0,0,0,47,4,10,0,0,1,0,22,0,1,0,2,2,0,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0113,L766,DateLabelFormatter,DateLabelFormatter,L104,L103,/tmp/tmp.RptKjI/HM/src/DateLabelFormatter.java,7,1,28,2,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,17,22,3,0,3,0,2,0,2,0,2,5,0,2,0,17,22,3,0,3,0,2,0,2,0,2,5,0,2,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0113,L936,HotelManagement,HotelManagement,L104,L103,/tmp/tmp.RptKjI/HM/src/HotelManagement.java,3,1,10,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,6,8,0,0,0,0,1,0,1,0,1,2,0,1,0,6,8,0,0,0,0,1,0,1,0,1,2,0,1,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0113,L940,MainView,MainView,L104,L103,/tmp/tmp.RptKjI/HM/src/MainView.java,14,1,144,2,0.306584,2,4,2,0.167939,0.213483,22,19,2,2,2,5,6,1,1,5,9,0.5,0.195652,18,8,1,1,0.226087,26,0,0,0,0,0,74,106,5,0,5,0,4,0,1,0,4,58,0,1,0,89,131,5,0,5,0,8,0,3,0,8,62,0,3,0,0,1,33,5,7,0,0,0,0,12,0,2,0,0,0,0,0,9,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
0113,L243,Reservation,Reservation,L104,L103,/tmp/tmp.RptKjI/HM/src/Reservation.java,6,1,190,2,0.173442,2,6,2,0.124324,0.153333,23,23,1,3,3,32,2,5,8,5,24,0.35,0.101796,17,10,7,13,0.101796,17,0,0,0,0,0,150,185,5,5,5,5,19,0,19,2,19,92,0,19,2,150,185,5,5,5,5,19,0,19,2,19,92,0,19,2,0,0,46,25,9,0,0,3,0,11,0,0,0,0,0,0,0,5,33,0,0,0,0,0,0,0,24,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0
0113,L964,ReservationListView,ReservationListView,L104,L103,/tmp/tmp.RptKjI/HM/src/ReservationListView.java,16,1,197,2,0.324538,5,6,5,0.225275,0.261194,41,35,4,3,3,13,7,3,3,11,21,0.333333,0.180645,28,10,1,2,0.177914,29,0,0,0,0,0,127,174,10,1,10,1,10,0,2,0,10,92,0,2,0,134,182,10,1,10,1,12,0,4,0,12,94,0,4,0,0,1,43,7,15,0,0,1,0,12,0,1,0,0,0,0,0,18,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0
0113,L235,Room,Room,L104,L103,/tmp/tmp.RptKjI/HM/src/Room.java,2,1,78,2,0.542373,2,7,2,0.298701,0.377049,23,23,1,1,1,13,1,5,7,3,13,0.272727,0.0615385,4,3,3,8,0.0615385,4,0,0,0,0,0,61,77,2,2,2,2,10,0,10,2,10,30,0,10,2,61,77,2,2,2,2,10,0,10,2,10,30,0,10,2,0,0,29,11,3,0,0,0,0,12,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0114,L125,AddReservationFrame,AddReservationFrame,L104,L103,/tmp/tmp.RptKjI/HM/src/AddReservationFrame.java,23,1,339,2,0.412409,8,12,10,0.321767,0.313008,102,77,3,5,5,27,9,2,2,15,26,0.5,0.156794,45,10,1,1,0.154639,45,0,0,0,0,0,242,313,20,1,20,1,11,0,1,0,11,173,0,1,0,246,317,20,1,20,1,12,0,2,0,12,174,0,2,0,0,1,64,24,24,0,1,1,0,22,0,1,0,3,0,0,0,35,30,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,8,2,1,0,5,0
0114,L223,Client,Client,L104,L103,/tmp/tmp.RptKjI/HM/src/Client.java,1,1,97,2,0.567823,3,10,3,0.329897,0.410256,32,32,1,1,1,16,1,8,11,3,15,0.230769,0.0487805,4,3,3,10,0.0487805,4,0,0,0,0,0,78,97,3,3,3,3,12,0,12,3,12,40,0,12,3,78,97,3,3,3,3,12,0,12,3,12,40,0,12,3,0,0,33,16,1,0,0,0,0,12,0,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0114,L604,ClientListView,ClientListView,L104,L103,/tmp/tmp.RptKjI/HM/src/ClientListView.java,18,1,248,2,0.123077,3,3,3,0.0692641,0.0745342,16,12,1,3,3,20,2,3,3,8,16,0.5,0.122699,20,7,1,1,0.108108,20,0,0,0,0,0,143,203,9,1,9,1,8,0,1,0,8,90,0,1,0,165,231,9,1,9,1,10,0,3,0,10,102,0,3,0,0,1,40,9,23,0,0,11,0,9,0,0,0,0,1,0,0,11,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,2,2,1,1,0,0
0114,L157,ClientSelectionFrame,ClientSelectionFrame,L104,L103,/tmp/tmp.RptKjI/HM/src/ClientSelectionFrame.java,16,1,151,2,0.30292,2,3,2,0.227941,0.278846,31,29,2,4,4,9,2,2,2,3,8,0.5,0.184874,22,8,1,1,0.181102,23,0,0,0,0,0,97,128,8,0,8,0,5,0,1,0,5,70,0,1,0,104,136,8,0,8,0,7,0,3,0,7,72,0,3,0,0,0,47,4,10,0,0,1,0,22,0,1,0,2,2,0,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0114,L767,DateLabelFormatter,DateLabelFormatter,L104,L103,/tmp/tmp.RptKjI/HM/src/DateLabelFormatter.java,7,1,28,2,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,17,22,3,0,3,0,2,0,2,0,2,5,0,2,0,17,22,3,0,3,0,2,0,2,0,2,5,0,2,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0114,L937,HotelManagement,HotelManagement,L104,L103,/tmp/tmp.RptKjI/HM/src/HotelManagement.java,3,1,10,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,6,8,0,0,0,0,1,0,1,0,1,2,0,1,0,6,8,0,0,0,0,1,0,1,0,1,2,0,1,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0114,L941,MainView,MainView,L104,L103,/tmp/tmp.RptKjI/HM/src/MainView.java,14,1,144,2,0.306584,2,4,2,0.167939,0.213483,22,19,2,2,2,5,6,1,1,5,9,0.5,0.195652,18,8,1,1,0.226087,26,0,0,0,0,0,74,106,5,0,5,0,4,0,1,0,4,58,0,1,0,89,131,5,0,5,0,8,0,3,0,8,62,0,3,0,0,1,33,5,7,0,0,0,0,12,0,2,0,0,0,0,0,9,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
0114,L244,Reservation,Reservation,L104,L103,/tmp/tmp.RptKjI/HM/src/Reservation.java,6,1,190,2,0.173442,2,6,2,0.124324,0.153333,23,23,1,3,3,32,2,6,9,5,24,0.35,0.101796,17,10,7,13,0.101796,17,0,0,0,0,0,150,185,5,5,5,5,19,0,19,2,19,92,0,19,2,150,185,5,5,5,5,19,0,19,2,19,92,0,19,2,0,0,46,25,9,0,0,3,0,11,0,0,0,0,0,0,0,5,33,0,0,0,0,0,0,0,24,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0
0114,L1050,ReservationDeleteConfirmDialog,ReservationDeleteConfirmDialog,L104,L103,/tmp/tmp.RptKjI/HM/src/ReservationDeleteConfirmDialog.java,14,1,192,2,0.464945,5,8,6,0.335196,0.335821,60,45,2,4,4,6,8,1,1,13,17,0.5,0.17284,28,8,1,1,0.17284,28,0,0,0,0,0,134,179,15,0,15,0,4,0,1,0,4,99,0,1,0,134,179,15,0,15,0,4,0,1,0,4,99,0,1,0,0,0,30,10,16,0,0,0,0,12,0,1,0,2,1,0,0,24,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0
0114,L965,ReservationListView,ReservationListView,L104,L103,/tmp/tmp.RptKjI/HM/src/ReservationListView.java,16,1,203,2,0.306733,6,8,6,0.223404,0.248227,42,35,3,3,3,14,8,4,4,12,22,0.333333,0.17284,28,10,1,2,0.170588,29,0,0,0,0,0,134,180,10,1,10,1,10,0,2,0,10,98,0,2,0,141,188,10,1,10,1,12,0,4,0,12,100,0,4,0,0,1,45,7,15,0,0,1,0,12,0,1,0,0,0,0,0,18,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0
0114,L236,Room,Room,L104,L103,/tmp/tmp.RptKjI/HM/src/Room.java,2,1,78,2,0.542373,2,7,2,0.298701,0.377049,23,23,1,1,1,13,1,6,8,3,13,0.272727,0.0615385,4,3,3,8,0.0615385,4,0,0,0,0,0,61,77,2,2,2,2,10,0,10,2,10,30,0,10,2,61,77,2,2,2,2,10,0,10,2,10,30,0,10,2,0,0,29,11,3,0,0,0,0,12,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0115,L125,AddReservationFrame,AddReservationFrame,L104,L103,/tmp/tmp.RptKjI/HM/src/AddReservationFrame.java,23,1,341,2,0.409124,8,12,10,0.319749,0.310484,102,77,3,5,5,27,9,2,2,15,26,0.5,0.155709,45,10,1,1,0.153584,45,0,0,0,0,0,244,315,20,1,20,1,11,0,1,0,11,175,0,1,0,248,319,20,1,20,1,12,0,2,0,12,176,0,2,0,0,1,64,24,24,0,1,1,0,22,0,1,0,3,0,0,0,35,30,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,8,2,1,0,5,0
0115,L229,Client,Client,L104,L103,/tmp/tmp.RptKjI/HM/src/Client.java,1,1,97,2,0.567823,3,10,3,0.329897,0.410256,32,32,1,1,1,16,1,8,11,3,15,0.230769,0.0487805,4,3,3,10,0.0487805,4,0,0,0,0,0,78,97,3,3,3,3,12,0,12,3,12,40,0,12,3,78,97,3,3,3,3,12,0,12,3,12,40,0,12,3,0,0,33,16,1,0,0,0,0,12,0,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0115,L610,ClientListView,ClientListView,L104,L103,/tmp/tmp.RptKjI/HM/src/ClientListView.java,18,1,248,2,0.123077,3,3,3,0.0692641,0.0745342,16,12,1,3,3,20,2,3,3,8,16,0.5,0.122699,20,7,1,1,0.108108,20,0,0,0,0,0,143,203,9,1,9,1,8,0,1,0,8,90,0,1,0,165,231,9,1,9,1,10,0,3,0,10,102,0,3,0,0,1,40,9,23,0,0,11,0,9,0,0,0,0,1,0,0,11,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,2,2,1,1,0,0
0115,L161,ClientSelectionFrame,ClientSelectionFrame,L104,L103,/tmp/tmp.RptKjI/HM/src/ClientSelectionFrame.java,16,1,152,2,0.300725,2,3,2,0.226277,0.27619,31,29,2,4,4,9,2,2,2,3,8,0.5,0.183333,22,8,1,1,0.179688,23,0,0,0,0,0,98,129,8,0,8,0,5,0,1,0,5,71,0,1,0,105,137,8,0,8,0,7,0,3,0,7,73,0,3,0,0,0,47,4,10,0,0,1,0,22,0,1,0,2,2,0,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0115,L788,DateLabelFormatter,DateLabelFormatter,L104,L103,/tmp/tmp.RptKjI/HM/src/DateLabelFormatter.java,7,1,28,2,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,17,22,3,0,3,0,2,0,2,0,2,5,0,2,0,17,22,3,0,3,0,2,0,2,0,2,5,0,2,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0115,L958,HotelManagement,HotelManagement,L104,L103,/tmp/tmp.RptKjI/HM/src/HotelManagement.java,3,1,10,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,6,8,0,0,0,0,1,0,1,0,1,2,0,1,0,6,8,0,0,0,0,1,0,1,0,1,2,0,1,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0115,L962,MainView,MainView,L104,L103,/tmp/tmp.RptKjI/HM/src/MainView.java,14,1,144,2,0.306584,2,4,2,0.167939,0.213483,22,19,2,2,2,5,6,1,1,5,9,0.5,0.195652,18,8,1,1,0.226087,26,0,0,0,0,0,74,106,5,0,5,0,4,0,1,0,4,58,0,1,0,89,131,5,0,5,0,8,0,3,0,8,62,0,3,0,0,1,33,5,7,0,0,0,0,12,0,2,0,0,0,0,0,9,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
0115,L250,Reservation,Reservation,L104,L103,/tmp/tmp.RptKjI/HM/src/Reservation.java,6,1,190,2,0.173442,2,6,2,0.124324,0.153333,23,23,1,3,3,32,2,6,9,5,24,0.35,0.101796,17,10,7,13,0.101796,17,0,0,0,0,0,150,185,5,5,5,5,19,0,19,2,19,92,0,19,2,150,185,5,5,5,5,19,0,19,2,19,92,0,19,2,0,0,46,25,9,0,0,3,0,11,0,0,0,0,0,0,0,5,33,0,0,0,0,0,0,0,24,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0
0115,L1075,ReservationDeleteConfirmDialog,ReservationDeleteConfirmDialog,L104,L103,/tmp/tmp.RptKjI/HM/src/ReservationDeleteConfirmDialog.java,14,1,192,2,0.464945,5,8,6,0.335196,0.335821,60,45,2,4,4,6,8,1,1,13,17,0.5,0.17284,28,8,1,1,0.17284,28,0,0,0,0,0,134,179,15,0,15,0,4,0,1,0,4,99,0,1,0,134,179,15,0,15,0,4,0,1,0,4,99,0,1,0,0,0,30,10,16,0,0,0,0,12,0,1,0,2,1,0,0,24,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0
0115,L988,ReservationListView,ReservationListView,L104,L103,/tmp/tmp.RptKjI/HM/src/ReservationListView.java,16,1,204,2,0.304079,6,8,6,0.222222,0.246479,42,35,3,3,3,14,8,4,4,12,22,0.333333,0.171779,28,10,1,2,0.169591,29,0,0,0,0,0,135,181,10,1,10,1,10,0,2,0,10,99,0,2,0,142,189,10,1,10,1,12,0,4,0,12,101,0,4,0,0,1,45,7,15,0,0,1,0,12,0,1,0,0,0,0,0,18,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0
0115,L242,Room,Room,L104,L103,/tmp/tmp.RptKjI/HM/src/Room.java,2,1,78,2,0.542373,2,7,2,0.298701,0.377049,23,23,1,1,1,13,1,6,8,3,13,0.272727,0.0615385,4,3,3,8,0.0615385,4,0,0,0,0,0,61,77,2,2,2,2,10,0,10,2,10,30,0,10,2,61,77,2,2,2,2,10,0,10,2,10,30,0,10,2,0,0,29,11,3,0,0,0,0,12,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0116,L126,AddReservationFrame,AddReservationFrame,L104,L103,/tmp/tmp.RptKjI/HM/src/AddReservationFrame.java,23,1,332,2,0.418829,8,12,10,0.329032,0.320833,102,77,3,5,5,26,10,2,2,16,26,0.5,0.160142,45,10,1,1,0.157895,45,0,0,0,0,0,236,306,20,0,20,0,10,0,1,0,10,169,0,1,0,240,310,20,0,20,0,11,0,2,0,11,170,0,2,0,0,1,62,24,24,0,1,1,0,22,0,1,0,3,0,0,0,35,28,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,8,2,1,0,5,0
0116,L207,Client,Client,L104,L103,/tmp/tmp.RptKjI/HM/src/Client.java,1,1,97,2,0.567823,3,10,3,0.329897,0.410256,32,32,1,1,1,16,1,8,11,3,15,0.230769,0.0487805,4,3,3,10,0.0487805,4,0,0,0,0,0,78,97,3,3,3,3,12,0,12,3,12,40,0,12,3,78,97,3,3,3,3,12,0,12,3,12,40,0,12,3,0,0,33,16,1,0,0,0,0,12,0,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0116,L595,ClientListView,ClientListView,L104,L103,/tmp/tmp.RptKjI/HM/src/ClientListView.java,18,1,248,2,0.123077,3,3,3,0.0692641,0.0745342,16,12,1,3,3,20,2,3,3,8,16,0.5,0.122699,20,7,1,1,0.108108,20,0,0,0,0,0,143,203,9,1,9,1,8,0,1,0,8,90,0,1,0,165,231,9,1,9,1,10,0,3,0,10,102,0,3,0,0,1,40,9,23,0,0,11,0,9,0,0,0,0,1,0,0,11,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,2,2,1,1,0,0
0116,L162,ClientSelectionFrame,ClientSelectionFrame,L104,L103,/tmp/tmp.RptKjI/HM/src/ClientSelectionFrame.java,16,1,152,2,0.300725,2,3,2,0.226277,0.27619,31,29,2,4,4,9,2,2,2,3,8,0.5,0.183333,22,8,1,1,0.179688,23,0,0,0,0,0,98,129,8,0,8,0,5,0,1,0,5,71,0,1,0,105,137,8,0,8,0,7,0,3,0,7,73,0,3,0,0,0,47,4,10,0,0,1,0,22,0,1,0,2,2,0,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0116,L773,DateConverter,DateConverter,L104,L103,/tmp/tmp.RptKjI/HM/src/DateConverter.java,6,1,17,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,1,0.166667,2,2,2,0,0.166667,2,0,0,0,0,0,10,12,0,1,0,1,1,0,1,0,1,6,0,1,0,10,12,0,1,0,1,1,0,1,0,1,6,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0116,L793,DateLabelFormatter,DateLabelFormatter,L104,L103,/tmp/tmp.RptKjI/HM/src/DateLabelFormatter.java,7,1,28,2,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,17,22,3,0,3,0,2,0,2,0,2,5,0,2,0,17,22,3,0,3,0,2,0,2,0,2,5,0,2,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0116,L963,HotelManagement,HotelManagement,L104,L103,/tmp/tmp.RptKjI/HM/src/HotelManagement.java,3,1,10,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,6,8,0,0,0,0,1,0,1,0,1,2,0,1,0,6,8,0,0,0,0,1,0,1,0,1,2,0,1,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0116,L967,MainView,MainView,L104,L103,/tmp/tmp.RptKjI/HM/src/MainView.java,14,1,144,2,0.306584,2,4,2,0.167939,0.213483,22,19,2,2,2,5,6,1,1,5,9,0.5,0.195652,18,8,1,1,0.226087,26,0,0,0,0,0,74,106,5,0,5,0,4,0,1,0,4,58,0,1,0,89,131,5,0,5,0,8,0,3,0,8,62,0,3,0,0,1,33,5,7,0,0,0,0,12,0,2,0,0,0,0,0,9,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
0116,L232,Reservation,Reservation,L104,L103,/tmp/tmp.RptKjI/HM/src/Reservation.java,6,1,190,2,0.173442,2,6,2,0.124324,0.153333,23,23,1,3,3,32,2,6,9,5,24,0.35,0.101796,17,10,7,13,0.101796,17,0,0,0,0,0,150,185,5,5,5,5,19,0,19,2,19,92,0,19,2,150,185,5,5,5,5,19,0,19,2,19,92,0,19,2,0,0,46,25,9,0,0,3,0,11,0,0,0,0,0,0,0,5,33,0,0,0,0,0,0,0,24,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0
0116,L1080,ReservationDeleteConfirmDialog,ReservationDeleteConfirmDialog,L104,L103,/tmp/tmp.RptKjI/HM/src/ReservationDeleteConfirmDialog.java,14,1,192,2,0.464945,5,8,6,0.335196,0.335821,60,45,2,4,4,6,8,1,1,13,17,0.5,0.17284,28,8,1,1,0.17284,28,0,0,0,0,0,134,179,15,0,15,0,4,0,1,0,4,99,0,1,0,134,179,15,0,15,0,4,0,1,0,4,99,0,1,0,0,0,30,10,16,0,0,0,0,12,0,1,0,2,1,0,0,24,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0
0116,L993,ReservationListView,ReservationListView,L104,L103,/tmp/tmp.RptKjI/HM/src/ReservationListView.java,16,1,204,2,0.304079,6,8,6,0.222222,0.246479,42,35,3,3,3,14,8,4,4,12,22,0.333333,0.171779,28,10,1,2,0.169591,29,0,0,0,0,0,135,181,10,1,10,1,10,0,2,0,10,99,0,2,0,142,189,10,1,10,1,12,0,4,0,12,101,0,4,0,0,1,45,7,15,0,0,1,0,12,0,1,0,0,0,0,0,18,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0
0116,L220,Room,Room,L104,L103,/tmp/tmp.RptKjI/HM/src/Room.java,2,1,78,2,0.542373,2,7,2,0.298701,0.377049,23,23,1,1,1,13,1,6,8,3,13,0.272727,0.0615385,4,3,3,8,0.0615385,4,0,0,0,0,0,61,77,2,2,2,2,10,0,10,2,10,30,0,10,2,61,77,2,2,2,2,10,0,10,2,10,30,0,10,2,0,0,29,11,3,0,0,0,0,12,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0117,L126,AddReservationFrame,AddReservationFrame,L104,L103,/tmp/tmp.RptKjI/HM/src/AddReservationFrame.java,23,1,327,2,0.427706,8,12,10,0.334426,0.32766,102,77,3,5,5,25,10,2,2,12,22,0.5,0.163043,45,10,1,1,0.160714,45,0,0,0,0,0,231,301,20,0,20,0,10,0,1,0,10,165,0,1,0,235,305,20,0,20,0,11,0,2,0,11,166,0,2,0,0,1,62,21,24,0,1,1,0,22,0,1,0,3,0,0,0,35,28,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,8,2,1,0,2,0
0117,L207,Client,Client,L104,L103,/tmp/tmp.RptKjI/HM/src/Client.java,1,1,97,2,0.567823,3,10,3,0.329897,0.410256,32,32,1,1,1,16,1,8,11,3,15,0.230769,0.0487805,4,3,3,10,0.0487805,4,0,0,0,0,0,78,97,3,3,3,3,12,0,12,3,12,40,0,12,3,78,97,3,3,3,3,12,0,12,3,12,40,0,12,3,0,0,33,16,1,0,0,0,0,12,0,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0117,L587,ClientListView,ClientListView,L104,L103,/tmp/tmp.RptKjI/HM/src/ClientListView.java,18,1,248,2,0.123077,3,3,3,0.0692641,0.0745342,16,12,1,3,3,20,2,3,3,8,16,0.5,0.122699,20,7,1,1,0.108108,20,0,0,0,0,0,143,203,9,1,9,1,8,0,1,0,8,90,0,1,0,165,231,9,1,9,1,10,0,3,0,10,102,0,3,0,0,1,40,9,23,0,0,11,0,9,0,0,0,0,1,0,0,11,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,2,2,1,1,0,0
0117,L162,ClientSelectionFrame,ClientSelectionFrame,L104,L103,/tmp/tmp.RptKjI/HM/src/ClientSelectionFrame.java,16,1,152,2,0.300725,2,3,2,0.226277,0.27619,31,29,2,4,4,9,2,2,2,3,8,0.5,0.183333,22,8,1,1,0.179688,23,0,0,0,0,0,98,129,8,0,8,0,5,0,1,0,5,71,0,1,0,105,137,8,0,8,0,7,0,3,0,7,73,0,3,0,0,0,47,4,10,0,0,1,0,22,0,1,0,2,2,0,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0117,L765,DateConverter,DateConverter,L104,L103,/tmp/tmp.RptKjI/HM/src/DateConverter.java,6,1,17,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,1,0.166667,2,2,2,0,0.166667,2,0,0,0,0,0,10,12,0,1,0,1,1,0,1,0,1,6,0,1,0,10,12,0,1,0,1,1,0,1,0,1,6,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
